9.834785648905043365e-01,4.234093283867705892e-01,8.032269773661945278e-01,8.048620234336800738e-01,4.828272149526112722e-01,5.589565866575590958e-01,6.768201366443558076e-01,5.276939949631821447e-01,8.159208322919535572e-01,9.458035065335071989e-01,1.227364232296916935e-01,9.033705972624580527e-01,7.741891803069076428e-01,8.275348113880869327e-01,1.988623571103367293e-01,2.711580284239523131e-01,1.498990004570091017e-01
2.083434994663185824e-01,2.175808904895067952e-01,6.451276059005695007e-01,6.860341117929835697e-01,7.489998701897292444e-01,2.953515222000087093e-01,9.776776709683587807e-02,1.656207054587668370e-01,1.731534168118921135e-01,6.644751177702494793e-01,8.246642551072603800e-01,4.989891438495981379e-01,8.533752237486637027e-01,7.675170913767326297e-01,4.921455202712800014e-01,2.174122186839869686e-01,2.464605646835398289e-01
1.605369307440551729e-02,7.278083869238229919e-01,3.653300155846317399e-01,6.266981017263228981e-01,6.031236339114109946e-01,9.172275845818611550e-01,2.162555029858509448e-01,9.909167625945213276e-01,1.254052935682100633e-01,8.246272468218557306e-01,9.021616949613820990e-01,3.755903738584193130e-01,5.984447872107302446e-01,9.663300446680473943e-01,7.927082354799316333e-01,2.239144682195969294e-01,9.654382262058870401e-01
7.565381352206200782e-01,8.165447390745834699e-01,4.051691368640671920e-01,9.151663182231400961e-01,4.348314671997938197e-01,9.398292119410713852e-01,9.561876721725198758e-01,6.618048960052002050e-01,4.611321536400521115e-01,4.907318061311094493e-02,3.942514159400694052e-01,5.806356692417261600e-01,2.446765976019493749e-01,6.906928258902075290e-01,8.423455182277891362e-01,7.975660278231269107e-01,7.452982051699690302e-01
1.643803188685084571e-01,9.973820074437068639e-01,9.555192776347884998e-01,4.392068519849854358e-01,7.233899078147414397e-01,6.297854263344822012e-01,1.098365271053125536e-01,8.540722842780955615e-01,4.546179476262024455e-02,3.520490925482167022e-02,4.924575700217759255e-02,5.347328986750399249e-01,6.977733085915882594e-02,1.141670907315375239e-01,6.646252964296655019e-01,9.177538296282814478e-01,6.284680197832226423e-02
1.262648830025225877e-01,1.295779890848690608e-01,3.510275204548232164e-01,2.000538132147650083e-01,6.681108699783782079e-01,1.013870958295989277e-01,5.257410182987309888e-01,1.682902408443591735e-01,8.085512802388503673e-01,6.599902146575326034e-01,3.847909952576761272e-01,5.142373060228475623e-01,4.436510297224822708e-01,4.613194211813699264e-01,6.055673697020828028e-01,5.630951759091293862e-01,5.668313270312429486e-01
2.832406631896867699e-01,1.016729570625451995e-02,5.831726780479603578e-01,5.834236874416639518e-01,3.081810807745345437e-01,9.664541816733414059e-01,3.541247847391635339e-01,7.255296361621625945e-01,5.463782293481014296e-01,3.518008804842427395e-01,1.743873286382968679e-01,9.526181618516436078e-01,8.688428202807301215e-01,8.766713731016074762e-01,8.411004951241652927e-01,5.240837981577270988e-01,1.144040318826011760e-01
6.975939176842799183e-01,6.056416448295383059e-01,9.592271522109213633e-01,3.552304748560434211e-01,2.101096034145900626e-01,5.979444334992886079e-01,5.448191297780691222e-02,1.018483313458200534e-01,8.605183282568314995e-01,7.847351783479055154e-01,8.041979217132844138e-01,1.706095040624234782e-01,4.872095775076664692e-01,1.557672095970431547e-01,8.363653183173999084e-01,4.816722339070163006e-01,9.112344520880614196e-01
8.284247914571257754e-01,6.346379165853082149e-01,8.384580274898554286e-01,4.519811862111511314e-02,5.690158446750973598e-01,3.966674443171881448e-01,2.288678608855366781e-01,9.354069175188628460e-01,8.748682536587126801e-01,7.478285636178050311e-02,4.115787261411897324e-01,8.178702438830484089e-01,6.903131933103523465e-01,1.417062921186159619e-01,7.967138735059320354e-02,6.665862016529857659e-01,8.258466001587392302e-01
5.033570581932219623e-01,8.917450168907397057e-01,8.132690559838423594e-01,2.484100041615224796e-01,9.103570901510802393e-01,4.180920253129722930e-01,7.839695171938145801e-01,2.898979361947529032e-01,6.039942763415540039e-02,7.699813175865446446e-01,4.151967030883824128e-01,3.607656120053754911e-01,7.361036541555396884e-01,6.149508604598101780e-01,5.540227729176179228e-01,9.973329213753112654e-02,4.347034349729719249e-01
6.051498816069861286e-01,5.402767237361955077e-01,5.204039994735110142e-02,6.729690955682613440e-01,3.089202405420937714e-01,3.865093803223612623e-01,4.731572980175167142e-01,5.110816728079510263e-01,7.200055781785918985e-01,3.299227088739521419e-01,6.174713946175048873e-01,3.273173186872069262e-01,6.109504338458234818e-01,3.427510790327157331e-01,5.280558867093873010e-01,3.208801310234721260e-01,1.184560309193136707e-01
7.691320565935154674e-01,6.582315268154736998e-02,4.985387341815449291e-01,2.416515441264408537e-01,7.741156556919395193e-01,4.284462075620355526e-01,6.061099106998601993e-01,8.368506654643986797e-01,4.785066964627548991e-03,7.993531588304259028e-02,1.299862610252463524e-01,1.842002011015367868e-01,5.560863052609703594e-01,8.548243625993974248e-01,4.884773058411778779e-01,8.217322956156180025e-01,2.466929170229154034e-01
6.985929838850879481e-01,7.764785901301546334e-01,4.211970283475456878e-01,5.144544231236163334e-01,6.415255583058099287e-01,6.245901124352879474e-01,9.407683744129077263e-01,1.352010596400342601e-01,2.770365113591349848e-01,5.722876540007786339e-01,2.604582926814549282e-01,1.500157023200692219e-01,9.179303736017152548e-01,3.939625635152526062e-01,8.146198879211677957e-01,6.921093694775031224e-01,9.880515672591730914e-01
6.440467275099817090e-01,7.564264878937366765e-01,3.504758246887342832e-01,6.079484414147687810e-01,1.463688866680208367e-01,7.290133669340393974e-01,4.347729059043244915e-01,9.683032770259818456e-01,5.573682077619112052e-01,8.899129201691182711e-01,2.583864458026231548e-01,4.399981852334929888e-01,6.499231469651074455e-01,2.813720325093259644e-01,3.494129001430725801e-01,9.230423059764777394e-01,2.512738921505837109e-01
8.624093054899510946e-01,2.522363052967563357e-01,8.889723275202318087e-01,5.479005965142147438e-01,1.615743472441752981e-01,2.308679715844409452e-01,9.030392017671822202e-01,1.998031238555173505e-01,2.164528346069837239e-01,5.728044176431323908e-02,6.688844484681094604e-01,7.999849718002531862e-01,3.639459847453575536e-01,7.012678427047405183e-01,8.613258882728125343e-03,8.518579749170268611e-01,4.777995138284206744e-01
2.452125970832274016e-01,1.267436378300001998e-01,3.992569478040920439e-01,3.784160247556634937e-01,8.939785583182121576e-01,3.182683119981453146e-01,6.965732480023046902e-01,9.256217948434092291e-01,5.733653543409091835e-01,6.469362888143252999e-01,2.828473865799946418e-01,1.232019829452166704e-01,7.412112745547058124e-01,7.920420016813672914e-01,6.287125581866076507e-01,4.740639975280378504e-01,2.041474732518553381e-01
7.938786563280548769e-01,3.360817342693078746e-01,5.853137169865152423e-02,2.305054032975503153e-01,9.045828034964452646e-01,5.036003030276587911e-01,9.522821621217270049e-02,2.776006750616224483e-01,2.536165979031191897e-01,3.168870396268292922e-01,1.029033828993344279e-01,2.464821867750498496e-01,3.065008719757988942e-01,1.293312731300387819e-01,4.713470756767140779e-01,9.552033799191846919e-01,2.437818322364999624e-01
