1.851934019751840799e-01,7.447128958189679349e-01,5.075927339107744185e-02,9.346242000895241819e-01,6.603043800471763980e-02,7.095831950748641148e-01,9.196061235770596198e-01,9.177109470764487353e-01,4.812655820444100563e-01,5.720527868836103869e-01,2.780454703240535785e-01,5.858971565885655597e-01,6.888252759690671745e-02,2.193105580200155336e-01,7.167372599099561814e-01,5.149702328159679876e-01,6.885045550375423762e-02
5.674876254102446671e-01,9.928495724634377462e-01,1.764497390078378913e-01,2.285912467194110009e-01,3.594264451652406933e-01,2.322200373681466701e-01,8.033484297090331960e-01,9.421431911427031736e-01,5.639066527790218553e-01,4.858817501797179084e-01,5.085880954419329525e-01,7.246866653935231106e-01,5.960363106299479963e-01,1.473250557970982033e-01,4.235043862119505231e-01,3.262363127505512050e-01,1.947855334190722321e-01
8.892844732374892702e-01,3.960675824807675660e-01,1.443783410715446802e-01,2.218209444491787696e-01,9.809692079456657776e-01,5.479374895734470119e-01,7.759750266818610243e-02,9.777797337172584591e-01,3.942594447891797360e-01,8.611326608856451070e-01,3.594996698957454440e-01,2.724111915340317047e-01,5.504557877625606555e-01,2.447270401898447023e-01,5.118691521031600855e-01,3.478750832621487765e-01,5.924901358281603470e-01
1.035022939994131308e-01,1.213167292730407132e-01,6.140720053573457404e-01,6.360272055853168904e-01,9.045481848047298712e-02,6.998490321289673188e-01,5.573258253466284451e-02,8.342433810888350010e-01,6.245851991216380128e-01,3.045813683088258728e-01,8.662046556959686061e-01,3.436890373983958469e-02,9.490469256869821235e-01,4.482635624843152033e-01,3.168717070964969240e-01,6.547120411205105128e-01,9.153677661651887787e-01
4.759802555271531732e-01,2.165232315009071318e-01,5.967145532476181291e-02,7.991824194401352388e-01,7.714355028967646577e-01,9.468496141090636531e-01,8.175493656012574606e-01,8.467319913492283856e-01,3.730844520275389264e-03,9.989176046377231666e-01,1.117952090981679802e-01,4.797240022138354876e-01,1.647070201917261167e-01,5.265345214323973178e-01,2.636174277790547249e-01,4.992244000279362215e-01,4.752751754875909063e-01
7.264737734559545412e-02,6.781678072591548201e-01,2.577617131270281137e-01,2.471615188569150634e-01,2.513692837328790342e-01,4.598008979069218016e-01,7.850717355938765518e-01,1.538324710143059715e-01,2.020312707214871883e-01,5.038774024031944521e-02,7.080960831846843107e-01,7.777358082444086884e-01,2.980118217937098857e-01,3.751062135742212478e-01,3.684932003236534026e-01,8.491304518149130898e-01,1.101194710352805251e-01
7.601136087660231855e-02,5.414132897449260851e-01,2.018922811012668905e-02,5.439141654783793411e-01,2.878511338293273658e-01,4.250874884428605949e-01,5.066682410154428329e-01,7.520898531575198609e-01,6.771622748758525656e-01,7.260201863215214324e-01,2.767592840180880254e-01,9.682162339192568190e-01,8.847955137045633300e-01,5.785295964362179300e-01,9.528830708737605626e-01,5.478136580973942404e-01,4.816053402651435666e-01
9.619693202883961014e-01,8.806771299751747772e-02,7.889656921202518047e-01,6.422986637847757363e-01,4.468224702041603269e-01,6.621488765870503501e-01,9.897944699429429560e-01,6.912889121811046644e-01,7.188103860691936742e-01,5.320032664136005174e-01,9.370927370549719804e-01,8.111459639648430642e-01,7.612302453753773124e-01,3.096987293049281442e-01,6.279331551218665375e-01,8.743453996401657768e-01,4.676544895104871591e-01
7.375177785023037114e-01,2.652069169034523277e-01,6.839778873496068501e-01,8.404015665195474494e-01,1.342425707301222459e-01,3.157998722712379580e-01,7.840793964265293514e-01,4.835126481424967260e-02,9.131892873498247409e-01,1.515366858222964019e-01,3.724032696406198717e-03,7.640711225621507063e-01,6.694896746116861808e-01,4.224034352315875207e-01,8.387863795201597750e-01,2.274710244704841733e-01,8.958365846608732364e-01
2.501751056286005692e-02,3.460057328361765272e-01,6.936460088054502426e-01,7.599994060619933434e-01,8.430099451203135752e-01,5.029427895162507101e-01,9.238502054621567927e-01,2.009298202044776938e-01,7.927568862006284522e-02,5.694430013711723193e-01,7.008524548565215895e-01,3.101079691022119444e-01,8.729412462494028357e-01,7.232444198109040379e-01,9.840649090313181580e-01,1.512374758552964549e-01,9.984157294713545960e-01
1.272234141923263007e-01,9.881927122920890483e-01,5.542422558594687354e-01,2.967426928196800207e-01,5.259678474853971553e-01,2.559211395444732640e-01,6.097024363190903795e-01,3.844533025584393471e-01,8.308064285559273454e-01,1.779908987067307935e-01,6.055602508061014300e-01,1.703538747428123834e-02,9.728204233543468193e-01,8.794842499008648229e-02,6.727586846751221206e-02,9.284117386703425456e-01,2.604131687190457400e-01
2.244333049891544807e-02,8.810388597380534037e-01,7.192450328977231244e-01,5.841614779212076503e-01,1.198799366390624899e-01,1.552706768305833762e-01,1.921872123418525424e-01,4.096757807739099810e-01,8.180370769645305407e-01,6.032023501124271769e-01,1.233266397108178092e-01,4.034107023067883269e-01,9.753788392146833797e-01,1.113055903981015060e-01,6.133852708015070654e-01,6.106197978908857182e-01,2.770378295857355289e-01
3.843337521256318112e-02,5.861852927428492510e-01,4.793837017068893758e-01,4.114627424051837679e-01,9.855520549028635724e-01,4.482922043121018163e-02,2.331193450897297570e-01,9.028041441161867020e-01,5.973066600321270680e-01,9.949492086820282966e-01,4.489242050122731476e-01,7.865088440684043780e-01,5.123777456595033364e-01,9.319143631685703477e-01,4.880892793952085196e-01,5.259949146132810727e-01,6.845201861556529099e-01
1.032005805469472515e-01,1.046335993767107952e-01,2.153532234207553575e-01,6.209237935388071117e-01,9.767492996413223993e-01,2.474553829436114682e-01,2.445885049728308003e-01,3.340593311615907002e-01,5.593280260991582153e-01,4.951756462530099157e-02,7.203010408982279955e-02,3.622207954686440523e-02,4.072298427102943874e-01,9.123892565437701219e-01,3.151359380861772364e-01,5.041868546243095661e-01,4.167960191817905446e-01
2.504923106389849163e-01,7.926618869013456470e-01,7.995367574240512809e-01,5.665598374389609893e-01,8.525977522925057839e-01,2.810629308844980745e-01,4.021000492016528760e-01,4.082259818409301744e-01,6.973392839136118848e-01,9.413158204734446421e-01,3.490537016987979024e-01,3.473881252274479969e-01,7.671064413064601073e-01,7.968178988298253440e-01,3.078201170106689144e-01,5.241401471958142544e-01,5.333276044250778725e-01
4.594184592113482735e-01,8.607941333965386521e-01,8.885567374673103425e-01,7.359296374368551330e-02,5.540335008723230592e-01,8.238259786421662234e-01,3.611791817662802773e-01,6.831267896953876484e-01,6.923129487927347503e-01,4.538045038907756457e-03,6.128832151871278500e-01,9.883750822320002127e-01,4.035103894788647505e-01,8.687289349716311726e-01,7.251373267963917568e-01,8.818710403867884295e-01,1.341088840191438925e-01
6.846918164759848713e-01,6.023752417366211587e-01,8.480634365551709131e-02,4.234045631978048396e-01,3.880366997715595234e-01,2.829457845189276011e-01,1.786070504351047195e-01,4.996123956076062855e-01,3.672217962733160812e-01,7.863898243489372275e-01,7.676462590381805118e-02,6.503125352785480429e-01,6.273675792849410238e-01,6.752712228105388625e-01,2.079629580696914504e-01,6.279762076925656800e-01,9.447755138425267818e-01
